[19:56:30.059] [INFO   ] thread bguspl.set.Main.main() starting.
[19:56:30.064] [SEVERE ] cannot read configuration file config.properties trying from resources.
[19:56:30.064] [SEVERE ] configuration file was loaded from resources directory.
[19:56:30.882] [INFO   ] thread dealer starting.
[19:56:30.883] [INFO   ] thread dealer starting.
[19:56:30.884] [INFO   ] thread Thread-2 starting.
[19:56:30.884] [INFO   ] thread Thread-3 starting.
[19:56:30.884] [INFO   ] thread Thread-1 starting.
[19:56:30.887] [INFO   ] thread computer-2 starting.
[19:56:31.001] [SEVERE ] placing card 32 in slot 0
[19:56:31.001] [SEVERE ] player 3 placing token on slot 0
[19:56:31.006] [SEVERE ] removing player 3 token from slot 0
[19:56:31.007] [SEVERE ] player 3 placing token on slot 0
[19:56:31.008] [SEVERE ] removing player 3 token from slot 0
[19:56:31.008] [SEVERE ] player 3 placing token on slot 0
[19:56:31.008] [SEVERE ] removing player 3 token from slot 0
[19:56:31.009] [SEVERE ] player 3 placing token on slot 0
[19:56:31.009] [SEVERE ] removing player 3 token from slot 0
[19:56:31.010] [SEVERE ] player 3 placing token on slot 0
[19:56:31.010] [SEVERE ] removing player 3 token from slot 0
[19:56:31.010] [SEVERE ] player 3 placing token on slot 0
[19:56:31.011] [SEVERE ] removing player 3 token from slot 0
[19:56:31.011] [SEVERE ] player 3 placing token on slot 0
[19:56:31.011] [SEVERE ] removing player 3 token from slot 0
[19:56:31.012] [SEVERE ] player 3 placing token on slot 0
[19:56:31.012] [SEVERE ] removing player 3 token from slot 0
[19:56:31.013] [SEVERE ] player 3 placing token on slot 0
[19:56:31.013] [SEVERE ] removing player 3 token from slot 0
[19:56:31.013] [SEVERE ] player 3 placing token on slot 0
[19:56:31.014] [SEVERE ] removing player 3 token from slot 0
[19:56:31.014] [SEVERE ] player 3 placing token on slot 0
[19:56:31.014] [SEVERE ] removing player 3 token from slot 0
[19:56:31.014] [SEVERE ] player 3 placing token on slot 0
[19:56:31.014] [SEVERE ] removing player 3 token from slot 0
[19:56:31.014] [SEVERE ] player 3 placing token on slot 0
[19:56:31.014] [SEVERE ] removing player 3 token from slot 0
[19:56:31.016] [SEVERE ] player 3 placing token on slot 0
[19:56:31.016] [SEVERE ] removing player 3 token from slot 0
[19:56:31.016] [SEVERE ] player 3 placing token on slot 0
[19:56:31.016] [SEVERE ] removing player 3 token from slot 0
