[12:57:29.554] [INFO   ] thread bguspl.set.Main.main() starting.
[12:57:29.557] [SEVERE ] cannot read configuration file config.properties trying from resources.
[12:57:29.560] [SEVERE ] configuration file was loaded from resources directory.
[12:57:33.816] [SEVERE ] removing player 1 token from slot 1
[12:57:33.816] [SEVERE ] setting player 5 freeze to 0
[12:57:33.817] [SEVERE ] player 2 placing token on slot 7
[12:57:33.816] [SEVERE ] setting player 3 freeze to 0
[12:57:33.817] [SEVERE ] updating countdown to 9345
[12:57:33.817] [SEVERE ] removing player 5 token from slot 5
[12:57:33.817] [SEVERE ] player 1 placing token on slot 8
[12:57:33.817] [SEVERE ] setting player 4 freeze to 0
[12:57:33.817] [SEVERE ] setting player 2 freeze to 0
[12:57:33.817] [SEVERE ] removing player 3 token from slot 0
[12:57:33.817] [SEVERE ] removing player 4 token from slot 9
[12:57:33.817] [SEVERE ] player 3 placing token on slot 5
[12:57:33.817] [SEVERE ] removing player 2 token from slot 4
[12:57:33.817] [SEVERE ] player 2 placing token on slot 10
[12:57:33.817] [SEVERE ] player 5 placing token on slot 0
[12:57:33.817] [SEVERE ] player 4 placing token on slot 4
[12:57:33.817] [SEVERE ] updating countdown to 9345
[12:57:33.818] [SEVERE ] setting player 1 freeze to 0
[12:57:33.818] [SEVERE ] setting player 4 freeze to 0
[12:57:33.818] [SEVERE ] setting player 5 freeze to 0
[12:57:33.818] [SEVERE ] removing player 4 token from slot 3
[12:57:33.818] [SEVERE ] setting player 2 freeze to 0
[12:57:33.818] [SEVERE ] setting player 3 freeze to 0
[12:57:33.818] [SEVERE ] player 4 placing token on slot 6
[12:57:33.818] [SEVERE ] removing player 5 token from slot 8
[12:57:33.818] [SEVERE ] updating countdown to 9344
[12:57:33.818] [SEVERE ] player 5 placing token on slot 3
[12:57:33.818] [SEVERE ] removing player 1 token from slot 8
[12:57:33.818] [SEVERE ] updating countdown to 9344
[12:57:33.818] [SEVERE ] player 1 placing token on slot 4
[12:57:33.818] [SEVERE ] removing player 2 token from slot 7
[12:57:33.818] [SEVERE ] setting player 4 freeze to 0
[12:57:33.818] [SEVERE ] removing player 3 token from slot 5
[12:57:33.818] [SEVERE ] setting player 5 freeze to 0
[12:57:33.818] [SEVERE ] removing player 5 token from slot 3
[12:57:33.818] [SEVERE ] player 5 placing token on slot 10
[12:57:33.818] [SEVERE ] removing player 4 token from slot 6
[12:57:33.818] [SEVERE ] updating countdown to 9344
[12:57:33.818] [SEVERE ] player 3 placing token on slot 4
[12:57:33.818] [SEVERE ] setting player 1 freeze to 0
[12:57:33.818] [SEVERE ] player 2 placing token on slot 11
[12:57:33.818] [SEVERE ] setting player 5 freeze to 0
[12:57:33.818] [SEVERE ] player 4 placing token on slot 8
[12:57:33.819] [SEVERE ] setting player 3 freeze to 0
[12:57:33.819] [SEVERE ] updating countdown to 9343
[12:57:33.819] [SEVERE ] removing player 1 token from slot 6
[12:57:33.819] [SEVERE ] setting player 4 freeze to 0
[12:57:33.819] [SEVERE ] removing player 3 token from slot 4
[12:57:33.819] [SEVERE ] updating countdown to 9343
[12:57:33.819] [SEVERE ] removing player 4 token from slot 8
[12:57:33.819] [SEVERE ] player 3 placing token on slot 1
[12:57:33.819] [SEVERE ] setting player 2 freeze to 0
[12:57:33.819] [SEVERE ] updating countdown to 9343
[12:57:33.819] [SEVERE ] removing player 2 token from slot 11
[12:57:33.819] [SEVERE ] setting player 3 freeze to 0
[12:57:33.819] [SEVERE ] player 1 placing token on slot 6
[12:57:33.820] [SEVERE ] removing player 3 token from slot 7
[12:57:33.819] [SEVERE ] removing player 2 token from slot 10
[12:57:33.820] [SEVERE ] updating countdown to 9342
[12:57:33.820] [SEVERE ] player 3 placing token on slot 9
[12:57:33.820] [SEVERE ] removing player 5 token from slot 0
[12:57:33.819] [SEVERE ] player 4 placing token on slot 9
[12:57:33.820] [SEVERE ] player 2 placing token on slot 5
[12:57:33.820] [SEVERE ] player 5 placing token on slot 5
[12:57:33.820] [SEVERE ] setting player 1 freeze to 0
[12:57:33.820] [SEVERE ] player 2 placing token on slot 2
[12:57:33.820] [SEVERE ] removing player 1 token from slot 4
[12:57:33.820] [SEVERE ] updating countdown to 9342
[12:57:33.820] [SEVERE ] setting player 5 freeze to 0
[12:57:33.820] [SEVERE ] player 1 placing token on slot 7
[12:57:33.820] [SEVERE ] setting player 3 freeze to 0
[12:57:33.820] [SEVERE ] removing player 5 token from slot 11
[12:57:33.820] [SEVERE ] setting player 2 freeze to 0
[12:57:33.820] [SEVERE ] setting player 4 freeze to 0
[12:57:33.820] [SEVERE ] removing player 2 token from slot 5
[12:57:33.820] [SEVERE ] player 5 placing token on slot 2
[12:57:33.820] [SEVERE ] removing player 3 token from slot 1
[12:57:33.820] [SEVERE ] updating countdown to 9342
[12:57:33.820] [SEVERE ] player 3 placing token on slot 11
[12:57:33.820] [SEVERE ] removing player 4 token from slot 9
[12:57:33.820] [SEVERE ] setting player 1 freeze to 0
[12:57:33.820] [SEVERE ] removing player 2 token from slot 2
[12:57:33.820] [SEVERE ] setting player 5 freeze to 0
[12:57:33.820] [SEVERE ] setting player 3 freeze to 0
[12:57:33.820] [SEVERE ] player 4 placing token on slot 5
[12:57:33.820] [SEVERE ] removing player 3 token from slot 9
[12:57:33.820] [SEVERE ] removing player 1 token from slot 6
[12:57:33.820] [SEVERE ] player 2 placing token on slot 6
[12:57:33.820] [SEVERE ] player 1 placing token on slot 6
[12:57:33.820] [SEVERE ] updating countdown to 9342
[12:57:33.820] [SEVERE ] removing player 3 token from slot 3
[12:57:33.820] [SEVERE ] removing player 5 token from slot 10
[12:57:33.820] [SEVERE ] player 3 placing token on slot 8
[12:57:33.820] [SEVERE ] setting player 4 freeze to 0
[12:57:33.820] [SEVERE ] player 2 placing token on slot 7
[12:57:33.821] [SEVERE ] removing player 5 token from slot 2
[12:57:33.821] [SEVERE ] player 3 placing token on slot 1
[12:57:33.821] [SEVERE ] setting player 1 freeze to 0
[12:57:33.821] [SEVERE ] updating countdown to 9341
[12:57:33.821] [SEVERE ] player 5 placing token on slot 8
[12:57:33.821] [SEVERE ] removing player 4 token from slot 4
[12:57:33.821] [SEVERE ] setting player 2 freeze to 0
[12:57:33.821] [SEVERE ] player 5 placing token on slot 4
[12:57:33.821] [SEVERE ] removing player 4 token from slot 5
[12:57:33.821] [SEVERE ] updating countdown to 9341
[12:57:33.821] [SEVERE ] player 4 placing token on slot 8
[12:57:33.821] [SEVERE ] setting player 3 freeze to 0
[12:57:33.821] [SEVERE ] removing player 1 token from slot 10
[12:57:33.821] [SEVERE ] removing player 2 token from slot 6
[12:57:33.821] [SEVERE ] player 1 placing token on slot 11
[12:57:33.821] [SEVERE ] player 4 placing token on slot 4
[12:57:33.821] [SEVERE ] removing player 2 token from slot 8
[12:57:33.821] [SEVERE ] setting player 5 freeze to 0
[12:57:33.821] [SEVERE ] updating countdown to 9341
[12:57:33.821] [SEVERE ] player 2 placing token on slot 2
[12:57:33.821] [SEVERE ] removing player 3 token from slot 1
[12:57:33.821] [SEVERE ] setting player 1 freeze to 0
[12:57:33.821] [SEVERE ] removing player 5 token from slot 8
[12:57:33.821] [SEVERE ] player 3 placing token on slot 7
[12:57:33.821] [SEVERE ] player 2 placing token on slot 8
[12:57:33.821] [SEVERE ] updating countdown to 9341
[12:57:33.821] [SEVERE ] setting player 4 freeze to 0
[12:57:33.821] [SEVERE ] setting player 3 freeze to 0
[12:57:33.821] [SEVERE ] removing player 1 token from slot 6
[12:57:33.821] [SEVERE ] player 5 placing token on slot 10
[12:57:33.821] [SEVERE ] setting player 2 freeze to 0
[12:57:33.821] [SEVERE ] removing player 4 token from slot 4
[12:57:33.821] [SEVERE ] player 1 placing token on slot 2
[12:57:33.821] [SEVERE ] removing player 3 token from slot 11
[12:57:33.821] [SEVERE ] player 3 placing token on slot 11
[12:57:33.821] [SEVERE ] updating countdown to 9341
[12:57:33.821] [SEVERE ] removing player 2 token from slot 7
[12:57:33.822] [SEVERE ] removing player 2 token from slot 2
[12:57:33.822] [SEVERE ] setting player 5 freeze to 0
[12:57:33.821] [SEVERE ] player 4 placing token on slot 4
[12:57:33.822] [SEVERE ] setting player 1 freeze to 0
[12:57:33.822] [SEVERE ] setting player 3 freeze to 0
[12:57:33.822] [SEVERE ] player 2 placing token on slot 0
[12:57:33.822] [SEVERE ] setting player 4 freeze to 0
[12:57:33.822] [SEVERE ] player 2 placing token on slot 1
[12:57:33.822] [SEVERE ] removing player 3 token from slot 11
[12:57:33.822] [SEVERE ] removing player 5 token from slot 5
[12:57:33.822] [SEVERE ] player 5 placing token on slot 9
[12:57:33.822] [SEVERE ] removing player 1 token from slot 2
[12:57:33.822] [SEVERE ] updating countdown to 9340
[12:57:33.822] [SEVERE ] removing player 3 token from slot 8
[12:57:33.822] [SEVERE ] removing player 4 token from slot 11
[12:57:33.822] [SEVERE ] setting player 2 freeze to 0
[12:57:33.822] [SEVERE ] player 1 placing token on slot 6
[12:57:33.822] [SEVERE ] player 3 placing token on slot 11
[12:57:33.822] [SEVERE ] setting player 1 freeze to 0
[12:57:33.822] [SEVERE ] setting player 5 freeze to 0
[12:57:33.823] [SEVERE ] removing player 1 token from slot 7
[12:57:33.822] [SEVERE ] updating countdown to 9340
[12:57:33.822] [SEVERE ] player 4 placing token on slot 10
[12:57:33.822] [SEVERE ] removing player 2 token from slot 8
[12:57:33.822] [SEVERE ] player 3 placing token on slot 0
[12:57:33.823] [SEVERE ] updating countdown to 9339
[12:57:33.823] [SEVERE ] player 2 placing token on slot 4
[12:57:33.823] [SEVERE ] removing player 5 token from slot 10
[12:57:33.823] [SEVERE ] removing player 1 token from slot 11
[12:57:33.823] [SEVERE ] setting player 4 freeze to 0
[12:57:33.823] [SEVERE ] player 5 placing token on slot 10
[12:57:33.823] [SEVERE ] removing player 4 token from slot 4
[12:57:33.823] [SEVERE ] setting player 2 freeze to 0
[12:57:33.823] [SEVERE ] player 1 placing token on slot 5
[12:57:33.823] [SEVERE ] setting player 3 freeze to 0
[12:57:33.823] [SEVERE ] removing player 2 token from slot 0
[12:57:33.823] [SEVERE ] removing player 1 token from slot 6
[12:57:33.823] [SEVERE ] player 1 placing token on slot 0
[12:57:33.823] [SEVERE ] player 1 placing token on slot 1
[12:57:33.823] [SEVERE ] player 4 placing token on slot 0
[12:57:33.823] [SEVERE ] updating countdown to 9339
[12:57:33.823] [SEVERE ] player 2 placing token on slot 2
[12:57:33.823] [SEVERE ] removing player 3 token from slot 11
[12:57:33.823] [SEVERE ] setting player 5 freeze to 0
[12:57:33.824] [SEVERE ] setting player 1 freeze to 0
[12:57:33.824] [SEVERE ] removing player 3 token from slot 7
[12:57:33.824] [SEVERE ] player 3 placing token on slot 4
[12:57:33.824] [SEVERE ] removing player 1 token from slot 1
[12:57:33.824] [SEVERE ] removing player 5 token from slot 4
[12:57:33.824] [SEVERE ] updating countdown to 9338
[12:57:33.824] [SEVERE ] player 5 placing token on slot 5
[12:57:33.824] [SEVERE ] removing player 1 token from slot 5
[12:57:33.824] [SEVERE ] setting player 4 freeze to 0
[12:57:33.824] [SEVERE ] player 3 placing token on slot 5
[12:57:33.824] [SEVERE ] setting player 2 freeze to 0
[12:57:33.824] [SEVERE ] player 1 placing token on slot 3
[12:57:33.824] [SEVERE ] removing player 4 token from slot 10
[12:57:33.824] [SEVERE ] removing player 2 token from slot 4
[12:57:33.824] [SEVERE ] player 1 placing token on slot 8
[12:57:33.824] [SEVERE ] updating countdown to 9338
[12:57:33.825] [SEVERE ] setting player 5 freeze to 0
[12:57:33.825] [SEVERE ] setting player 3 freeze to 0
[12:57:33.825] [SEVERE ] player 2 placing token on slot 7
[12:57:33.825] [SEVERE ] removing player 5 token from slot 9
[12:57:33.825] [SEVERE ] player 4 placing token on slot 9
[12:57:33.825] [SEVERE ] removing player 3 token from slot 4
[12:57:33.825] [SEVERE ] updating countdown to 9337
[12:57:33.825] [SEVERE ] player 5 placing token on slot 1
[12:57:33.825] [SEVERE ] removing player 3 token from slot 5
[12:57:33.825] [SEVERE ] setting player 1 freeze to 0
[12:57:33.825] [SEVERE ] player 3 placing token on slot 9
[12:57:33.825] [SEVERE ] setting player 2 freeze to 0
[12:57:33.825] [SEVERE ] setting player 4 freeze to 0
[12:57:33.825] [SEVERE ] removing player 2 token from slot 1
[12:57:33.825] [SEVERE ] removing player 1 token from slot 0
[12:57:33.825] [SEVERE ] player 3 placing token on slot 5
[12:57:33.825] [SEVERE ] player 1 placing token on slot 1
[12:57:33.825] [SEVERE ] setting player 5 freeze to 0
[12:57:33.825] [SEVERE ] removing player 4 token from slot 0
[12:57:33.826] [SEVERE ] removing player 5 token from slot 10
[12:57:33.825] [SEVERE ] player 2 placing token on slot 10
[12:57:33.826] [SEVERE ] updating countdown to 9336
[12:57:33.826] [SEVERE ] player 5 placing token on slot 0
[12:57:33.826] [SEVERE ] player 4 placing token on slot 3
[12:57:33.826] [SEVERE ] setting player 3 freeze to 0
[12:57:33.826] [SEVERE ] setting player 2 freeze to 0
[12:57:33.826] [SEVERE ] setting player 4 freeze to 0
[12:57:33.826] [SEVERE ] updating countdown to 9336
[12:57:33.826] [SEVERE ] removing player 4 token from slot 3
[12:57:33.826] [SEVERE ] setting player 1 freeze to 0
[12:57:33.826] [SEVERE ] player 4 placing token on slot 3
[12:57:33.826] [SEVERE ] removing player 3 token from slot 9
[12:57:33.826] [SEVERE ] removing player 2 token from slot 10
[12:57:33.827] [SEVERE ] player 2 placing token on slot 5
[12:57:33.827] [SEVERE ] updating countdown to 9335
[12:57:33.827] [SEVERE ] removing player 1 token from slot 1
[12:57:33.826] [SEVERE ] setting player 5 freeze to 0
[12:57:33.827] [SEVERE ] setting player 4 freeze to 0
[12:57:33.827] [SEVERE ] player 3 placing token on slot 4
[12:57:33.827] [SEVERE ] removing player 4 token from slot 3
[12:57:33.827] [SEVERE ] player 4 placing token on slot 1
[12:57:33.827] [SEVERE ] setting player 2 freeze to 0
[12:57:33.827] [SEVERE ] updating countdown to 9335
[12:57:33.827] [SEVERE ] player 1 placing token on slot 4
[12:57:33.827] [SEVERE ] setting player 4 freeze to 0
[12:57:33.827] [SEVERE ] removing player 5 token from slot 1
[12:57:33.827] [SEVERE ] setting player 3 freeze to 0
[12:57:33.827] [SEVERE ] removing player 3 token from slot 0
[12:57:33.827] [SEVERE ] player 3 placing token on slot 6
[12:57:33.828] [SEVERE ] removing player 4 token from slot 8
[12:57:33.828] [SEVERE ] updating countdown to 9334
[12:57:33.828] [SEVERE ] removing player 2 token from slot 2
[12:57:33.828] [SEVERE ] player 5 placing token on slot 8
[12:57:33.828] [SEVERE ] setting player 1 freeze to 0
[12:57:33.828] [SEVERE ] player 4 placing token on slot 2
[12:57:33.828] [SEVERE ] setting player 3 freeze to 0
[12:57:33.828] [SEVERE ] updating countdown to 9334
[12:57:33.828] [SEVERE ] setting player 5 freeze to 0
[12:57:33.828] [SEVERE ] removing player 1 token from slot 4
[12:57:33.828] [SEVERE ] removing player 3 token from slot 5
[12:57:33.828] [SEVERE ] removing player 1 token from slot 3
[12:57:33.828] [SEVERE ] removing player 5 token from slot 8
[12:57:33.828] [SEVERE ] player 5 placing token on slot 10
[12:57:33.828] [SEVERE ] player 3 placing token on slot 5
[12:57:33.828] [SEVERE ] updating countdown to 9334
[12:57:33.828] [SEVERE ] player 1 placing token on slot 3
[12:57:33.828] [SEVERE ] setting player 5 freeze to 0
[12:57:33.828] [SEVERE ] setting player 3 freeze to 0
[12:57:33.828] [SEVERE ] player 2 placing token on slot 8
[12:57:33.828] [SEVERE ] removing player 3 token from slot 5
[12:57:33.828] [SEVERE ] player 1 placing token on slot 10
[12:57:33.828] [SEVERE ] setting player 4 freeze to 0
[12:57:33.828] [SEVERE ] updating countdown to 9334
[12:57:33.828] [SEVERE ] player 3 placing token on slot 0
[12:57:33.828] [SEVERE ] removing player 4 token from slot 1
[12:57:33.829] [SEVERE ] setting player 1 freeze to 0
[12:57:33.828] [SEVERE ] removing player 5 token from slot 0
[12:57:33.828] [SEVERE ] setting player 2 freeze to 0
[12:57:33.829] [SEVERE ] removing player 4 token from slot 2
[12:57:33.829] [SEVERE ] removing player 2 token from slot 5
[12:57:33.829] [SEVERE ] setting player 3 freeze to 0
[12:57:33.829] [SEVERE ] player 5 placing token on slot 7
[12:57:33.829] [SEVERE ] removing player 1 token from slot 10
[12:57:33.829] [SEVERE ] player 1 placing token on slot 0
[12:57:33.829] [SEVERE ] updating countdown to 9333
[12:57:33.829] [SEVERE ] removing player 3 token from slot 0
[12:57:33.829] [SEVERE ] player 2 placing token on slot 0
[12:57:33.829] [SEVERE ] player 4 placing token on slot 10
[12:57:33.829] [SEVERE ] setting player 5 freeze to 0
[12:57:33.829] [SEVERE ] removing player 5 token from slot 10
[12:57:33.829] [SEVERE ] updating countdown to 9333
[12:57:33.829] [SEVERE ] player 4 placing token on slot 0
[12:57:33.829] [SEVERE ] player 3 placing token on slot 1
[12:57:33.829] [SEVERE ] setting player 1 freeze to 0
[12:57:33.829] [SEVERE ] removing player 5 token from slot 5
[12:57:33.830] [SEVERE ] setting player 2 freeze to 0
[12:57:33.830] [SEVERE ] player 5 placing token on slot 5
[12:57:33.830] [SEVERE ] removing player 2 token from slot 0
[12:57:33.830] [SEVERE ] player 5 placing token on slot 2
[12:57:33.830] [SEVERE ] updating countdown to 9332
[12:57:33.830] [SEVERE ] removing player 1 token from slot 8
[12:57:33.830] [SEVERE ] player 2 placing token on slot 10
[12:57:33.830] [SEVERE ] setting player 4 freeze to 0
[12:57:33.830] [SEVERE ] setting player 5 freeze to 0
[12:57:33.830] [SEVERE ] player 1 placing token on slot 1
[12:57:33.830] [SEVERE ] setting player 3 freeze to 0
[12:57:33.830] [SEVERE ] removing player 3 token from slot 1
[12:57:33.830] [SEVERE ] player 3 placing token on slot 9
[12:57:33.830] [SEVERE ] removing player 5 token from slot 5
[12:57:33.830] [SEVERE ] removing player 4 token from slot 0
[12:57:33.830] [SEVERE ] updating countdown to 9332
[12:57:33.830] [SEVERE ] player 4 placing token on slot 3
[12:57:33.830] [SEVERE ] removing player 5 token from slot 2
[12:57:33.830] [SEVERE ] setting player 2 freeze to 0
[12:57:33.830] [SEVERE ] setting player 3 freeze to 0
[12:57:33.830] [SEVERE ] updating countdown to 9332
[12:57:33.830] [SEVERE ] player 5 placing token on slot 9
[12:57:33.830] [SEVERE ] setting player 1 freeze to 0
[12:57:33.830] [SEVERE ] removing player 2 token from slot 8
[12:57:33.830] [SEVERE ] removing player 1 token from slot 1
[12:57:33.831] [SEVERE ] removing player 5 token from slot 9
[12:57:33.830] [SEVERE ] setting player 4 freeze to 0
[12:57:33.831] [SEVERE ] player 5 placing token on slot 5
[12:57:33.831] [SEVERE ] removing player 4 token from slot 9
[12:57:33.831] [SEVERE ] player 2 placing token on slot 4
[12:57:33.831] [SEVERE ] removing player 3 token from slot 9
[12:57:33.831] [SEVERE ] player 1 placing token on slot 8
[12:57:33.831] [SEVERE ] updating countdown to 9331
[12:57:33.831] [SEVERE ] player 3 placing token on slot 11
[12:57:33.831] [SEVERE ] player 4 placing token on slot 5
[12:57:33.831] [SEVERE ] removing player 5 token from slot 7
[12:57:33.831] [SEVERE ] setting player 2 freeze to 0
[12:57:33.831] [SEVERE ] removing player 2 token from slot 7
[12:57:33.831] [SEVERE ] setting player 1 freeze to 0
[12:57:33.831] [SEVERE ] updating countdown to 9331
[12:57:33.831] [SEVERE ] removing player 1 token from slot 3
[12:57:33.831] [SEVERE ] setting player 3 freeze to 0
[12:57:33.831] [SEVERE ] player 5 placing token on slot 9
[12:57:33.831] [SEVERE ] player 2 placing token on slot 11
[12:57:33.831] [SEVERE ] setting player 4 freeze to 0
[12:57:33.831] [SEVERE ] player 1 placing token on slot 2
[12:57:33.831] [SEVERE ] player 5 placing token on slot 7
[12:57:33.831] [SEVERE ] removing player 4 token from slot 3
[12:57:33.831] [SEVERE ] updating countdown to 9331
[12:57:33.831] [SEVERE ] removing player 3 token from slot 4
[12:57:33.832] [SEVERE ] setting player 2 freeze to 0
[12:57:33.832] [SEVERE ] player 4 placing token on slot 8
[12:57:33.832] [SEVERE ] setting player 1 freeze to 0
[12:57:33.832] [SEVERE ] player 3 placing token on slot 3
[12:57:33.832] [SEVERE ] setting player 5 freeze to 0
[12:57:33.832] [SEVERE ] updating countdown to 9330
[12:57:33.832] [SEVERE ] removing player 2 token from slot 4
[12:57:33.832] [SEVERE ] setting player 4 freeze to 0
[12:57:33.832] [SEVERE ] player 2 placing token on slot 7
[12:57:33.832] [SEVERE ] removing player 1 token from slot 2
[12:57:33.832] [SEVERE ] player 1 placing token on slot 5
[12:57:33.832] [SEVERE ] updating countdown to 9330
[12:57:33.832] [SEVERE ] removing player 4 token from slot 8
[12:57:33.832] [SEVERE ] removing player 5 token from slot 7
[12:57:33.832] [SEVERE ] setting player 3 freeze to 0
[12:57:33.832] [SEVERE ] setting player 1 freeze to 0
[12:57:33.832] [SEVERE ] removing player 3 token from slot 3
[12:57:33.832] [SEVERE ] player 4 placing token on slot 8
[12:57:33.832] [SEVERE ] setting player 2 freeze to 0
[12:57:33.832] [SEVERE ] updating countdown to 9330
[12:57:33.832] [SEVERE ] removing player 1 token from slot 0
[12:57:33.832] [SEVERE ] player 3 placing token on slot 7
[12:57:33.832] [SEVERE ] player 5 placing token on slot 2
[12:57:33.833] [SEVERE ] player 1 placing token on slot 1
[12:57:33.833] [SEVERE ] setting player 4 freeze to 0
[12:57:33.833] [SEVERE ] updating countdown to 9329
[12:57:33.833] [SEVERE ] removing player 4 token from slot 8
[12:57:33.833] [SEVERE ] removing player 2 token from slot 7
[12:57:33.833] [SEVERE ] player 4 placing token on slot 1
[12:57:33.833] [SEVERE ] setting player 3 freeze to 0
[12:57:33.833] [SEVERE ] setting player 1 freeze to 0
[12:57:33.833] [SEVERE ] player 2 placing token on slot 0
[12:57:33.833] [SEVERE ] removing player 1 token from slot 5
[12:57:33.833] [SEVERE ] setting player 5 freeze to 0
[12:57:33.833] [SEVERE ] player 1 placing token on slot 2
[12:57:33.833] [SEVERE ] removing player 3 token from slot 11
[12:57:33.833] [SEVERE ] player 3 placing token on slot 9
[12:57:33.833] [SEVERE ] updating countdown to 9329
[12:57:33.833] [SEVERE ] removing player 5 token from slot 2
[12:57:33.833] [SEVERE ] player 5 placing token on slot 7
[12:57:33.833] [SEVERE ] setting player 4 freeze to 0
[12:57:33.833] [SEVERE ] setting player 1 freeze to 0
[12:57:33.833] [SEVERE ] setting player 2 freeze to 0
[12:57:33.833] [SEVERE ] removing player 1 token from slot 8
[12:57:33.833] [SEVERE ] updating countdown to 9329
[12:57:33.833] [SEVERE ] setting player 5 freeze to 0
[12:57:33.833] [SEVERE ] setting player 3 freeze to 0
[12:57:33.833] [SEVERE ] removing player 2 token from slot 0
[12:57:33.833] [SEVERE ] player 2 placing token on slot 7
[12:57:33.833] [SEVERE ] removing player 5 token from slot 5
[12:57:33.833] [SEVERE ] player 1 placing token on slot 4
[12:57:33.833] [SEVERE ] removing player 4 token from slot 5
[12:57:33.833] [SEVERE ] player 5 placing token on slot 4
[12:57:33.833] [SEVERE ] updating countdown to 9329
[12:57:33.833] [SEVERE ] removing player 3 token from slot 7
[12:57:33.833] [SEVERE ] player 4 placing token on slot 3
[12:57:33.833] [SEVERE ] setting player 2 freeze to 0
[12:57:33.833] [SEVERE ] player 3 placing token on slot 5
[12:57:33.833] [SEVERE ] setting player 1 freeze to 0
[12:57:33.834] [SEVERE ] setting player 5 freeze to 0
[12:57:33.834] [SEVERE ] removing player 2 token from slot 10
[12:57:33.834] [SEVERE ] removing player 5 token from slot 7
[12:57:33.834] [SEVERE ] player 5 placing token on slot 6
[12:57:33.834] [SEVERE ] removing player 1 token from slot 1
[12:57:33.834] [SEVERE ] setting player 3 freeze to 0
[12:57:33.834] [SEVERE ] player 1 placing token on slot 3
[12:57:33.834] [SEVERE ] updating countdown to 9328
[12:57:33.834] [SEVERE ] player 2 placing token on slot 8
[12:57:33.834] [SEVERE ] setting player 4 freeze to 0
[12:57:33.834] [SEVERE ] removing player 3 token from slot 9
[12:57:33.834] [SEVERE ] setting player 5 freeze to 0
[12:57:33.834] [SEVERE ] removing player 4 token from slot 3
[12:57:33.834] [SEVERE ] removing player 3 token from slot 5
[12:57:33.834] [SEVERE ] removing player 5 token from slot 9
[12:57:33.834] [SEVERE ] setting player 1 freeze to 0
[12:57:33.834] [SEVERE ] player 5 placing token on slot 8
[12:57:33.834] [SEVERE ] updating countdown to 9328
[12:57:33.834] [SEVERE ] player 3 placing token on slot 1
[12:57:33.834] [SEVERE ] player 4 placing token on slot 8
[12:57:33.834] [SEVERE ] setting player 2 freeze to 0
[12:57:33.834] [SEVERE ] removing player 2 token from slot 8
[12:57:33.834] [SEVERE ] setting player 5 freeze to 0
[12:57:33.834] [SEVERE ] player 3 placing token on slot 4
[12:57:33.834] [SEVERE ] player 2 placing token on slot 8
[12:57:33.834] [SEVERE ] removing player 5 token from slot 6
[12:57:33.834] [SEVERE ] updating countdown to 9328
[12:57:33.834] [SEVERE ] player 5 placing token on slot 2
[12:57:33.834] [SEVERE ] setting player 4 freeze to 0
[12:57:33.834] [SEVERE ] removing player 1 token from slot 4
[12:57:33.834] [SEVERE ] setting player 3 freeze to 0
[12:57:33.834] [SEVERE ] player 1 placing token on slot 1
[12:57:33.834] [SEVERE ] removing player 4 token from slot 1
[12:57:33.834] [SEVERE ] setting player 2 freeze to 0
[12:57:33.834] [SEVERE ] removing player 3 token from slot 6
[12:57:33.834] [SEVERE ] updating countdown to 9328
[12:57:33.834] [SEVERE ] player 4 placing token on slot 7
[12:57:33.834] [SEVERE ] player 3 placing token on slot 11
[12:57:33.834] [SEVERE ] setting player 5 freeze to 0
[12:57:33.834] [SEVERE ] removing player 5 token from slot 4
[12:57:33.834] [SEVERE ] removing player 2 token from slot 7
[12:57:33.834] [SEVERE ] setting player 1 freeze to 0
[12:57:33.834] [SEVERE ] updating countdown to 9328
[12:57:33.834] [SEVERE ] player 5 placing token on slot 11
[12:57:33.834] [SEVERE ] removing player 1 token from slot 2
[12:57:33.834] [SEVERE ] player 2 placing token on slot 4
[12:57:33.835] [SEVERE ] setting player 4 freeze to 0
[12:57:33.835] [SEVERE ] player 1 placing token on slot 0
[12:57:33.835] [SEVERE ] removing player 4 token from slot 7
[12:57:33.835] [SEVERE ] player 4 placing token on slot 2
[12:57:33.835] [SEVERE ] setting player 3 freeze to 0
[12:57:33.835] [SEVERE ] updating countdown to 9327
[12:57:33.835] [SEVERE ] setting player 2 freeze to 0
[12:57:33.835] [SEVERE ] setting player 4 freeze to 0
[12:57:33.835] [SEVERE ] removing player 3 token from slot 1
[12:57:33.835] [SEVERE ] player 3 placing token on slot 10
[12:57:33.835] [SEVERE ] setting player 5 freeze to 0
[12:57:33.835] [SEVERE ] removing player 4 token from slot 10
[12:57:33.835] [SEVERE ] setting player 1 freeze to 0
[12:57:33.835] [SEVERE ] removing player 2 token from slot 11
[12:57:33.835] [SEVERE ] removing player 1 token from slot 1
[12:57:33.835] [SEVERE ] updating countdown to 9327
[12:57:33.835] [SEVERE ] removing player 5 token from slot 8
[12:57:33.835] [SEVERE ] setting player 3 freeze to 0
[12:57:33.835] [SEVERE ] player 1 placing token on slot 2
[12:57:33.835] [SEVERE ] removing player 2 token from slot 4
[12:57:33.835] [SEVERE ] player 4 placing token on slot 9
[12:57:33.835] [SEVERE ] updating countdown to 9327
[12:57:33.835] [SEVERE ] player 2 placing token on slot 4
[12:57:33.835] [SEVERE ] removing player 3 token from slot 10
[12:57:33.835] [SEVERE ] player 5 placing token on slot 5
[12:57:33.835] [SEVERE ] setting player 1 freeze to 0
