[20:52:20.433] [INFO   ] thread bguspl.set.Main.main() starting.
[20:52:20.438] [SEVERE ] cannot read configuration file config.properties trying from resources.
[20:52:20.439] [SEVERE ] configuration file was loaded from resources directory.
[20:52:30.891] [SEVERE ] updating countdown to 51433
[20:52:30.891] [SEVERE ] setting player 2 freeze to 1458
[20:52:30.907] [SEVERE ] updating countdown to 51417
[20:52:30.907] [SEVERE ] setting player 2 freeze to 1442
[20:52:30.922] [SEVERE ] updating countdown to 51402
[20:52:30.922] [SEVERE ] setting player 2 freeze to 1427
[20:52:30.933] [SEVERE ] updating countdown to 51391
[20:52:30.938] [SEVERE ] setting player 2 freeze to 1411
[20:52:30.953] [SEVERE ] setting player 2 freeze to 1396
[20:52:30.953] [SEVERE ] updating countdown to 51371
[20:52:30.964] [SEVERE ] setting player 2 freeze to 1385
[20:52:30.969] [SEVERE ] updating countdown to 51355
[20:52:30.984] [SEVERE ] setting player 2 freeze to 1365
[20:52:30.984] [SEVERE ] updating countdown to 51340
[20:52:30.994] [SEVERE ] setting player 2 freeze to 1355
[20:52:30.999] [SEVERE ] updating countdown to 51325
[20:52:31.015] [SEVERE ] updating countdown to 51309
[20:52:31.015] [SEVERE ] setting player 2 freeze to 1334
[20:52:31.031] [SEVERE ] updating countdown to 51293
[20:52:31.031] [SEVERE ] setting player 2 freeze to 1318
[20:52:31.042] [SEVERE ] updating countdown to 51282
[20:52:31.045] [SEVERE ] setting player 2 freeze to 1304
[20:52:31.061] [SEVERE ] updating countdown to 51263
[20:52:31.061] [SEVERE ] setting player 2 freeze to 1288
[20:52:31.072] [SEVERE ] updating countdown to 51252
[20:52:31.076] [SEVERE ] setting player 2 freeze to 1273
[20:52:31.092] [SEVERE ] updating countdown to 51232
[20:52:31.092] [SEVERE ] setting player 2 freeze to 1257
[20:52:31.107] [SEVERE ] updating countdown to 51217
[20:52:31.107] [SEVERE ] setting player 2 freeze to 1242
[20:52:31.123] [SEVERE ] setting player 2 freeze to 1226
[20:52:31.123] [SEVERE ] updating countdown to 51201
[20:52:31.138] [SEVERE ] setting player 2 freeze to 1211
[20:52:31.138] [SEVERE ] updating countdown to 51186
[20:52:31.154] [SEVERE ] setting player 2 freeze to 1195
[20:52:31.154] [SEVERE ] updating countdown to 51170
[20:52:31.165] [SEVERE ] setting player 2 freeze to 1184
[20:52:31.170] [SEVERE ] updating countdown to 51154
[20:52:31.184] [SEVERE ] setting player 2 freeze to 1165
[20:52:31.184] [SEVERE ] updating countdown to 51140
[20:52:31.198] [SEVERE ] setting player 2 freeze to 1151
[20:52:31.201] [SEVERE ] updating countdown to 51123
[20:52:31.217] [SEVERE ] setting player 2 freeze to 1132
[20:52:31.217] [SEVERE ] updating countdown to 51107
[20:52:31.227] [SEVERE ] setting player 2 freeze to 1122
[20:52:31.232] [SEVERE ] updating countdown to 51092
[20:52:31.247] [SEVERE ] setting player 2 freeze to 1102
[20:52:31.247] [SEVERE ] updating countdown to 51077
[20:52:31.258] [SEVERE ] setting player 2 freeze to 1091
[20:52:31.263] [SEVERE ] updating countdown to 51061
[20:52:31.279] [SEVERE ] setting player 2 freeze to 1070
[20:52:31.279] [SEVERE ] updating countdown to 51045
[20:52:31.294] [SEVERE ] updating countdown to 51030
[20:52:31.294] [SEVERE ] setting player 2 freeze to 1055
[20:52:31.305] [SEVERE ] updating countdown to 51019
[20:52:31.310] [SEVERE ] setting player 2 freeze to 1039
[20:52:31.325] [SEVERE ] updating countdown to 50999
[20:52:31.325] [SEVERE ] setting player 2 freeze to 1024
[20:52:31.340] [SEVERE ] setting player 2 freeze to 1009
[20:52:31.340] [SEVERE ] updating countdown to 50984
[20:52:31.356] [SEVERE ] updating countdown to 50968
[20:52:31.356] [SEVERE ] setting player 2 freeze to 0
[20:52:31.356] [SEVERE ] removing player 2 token from slot 3
[20:52:31.356] [SEVERE ] player 2 placing token on slot 11
[20:52:31.357] [SEVERE ] updating countdown to 50967
[20:52:31.357] [SEVERE ] setting player 2 freeze to 4000
[20:52:31.371] [SEVERE ] updating countdown to 50953
[20:52:31.371] [SEVERE ] setting player 2 freeze to 3986
[20:52:31.386] [SEVERE ] updating countdown to 50938
[20:52:31.386] [SEVERE ] setting player 2 freeze to 3971
[20:52:31.397] [SEVERE ] updating countdown to 50927
[20:52:31.402] [SEVERE ] setting player 2 freeze to 3955
[20:52:31.417] [SEVERE ] setting player 2 freeze to 3940
[20:52:31.417] [SEVERE ] updating countdown to 50907
[20:52:31.427] [SEVERE ] setting player 2 freeze to 3930
[20:52:31.432] [SEVERE ] updating countdown to 50892
[20:52:31.448] [SEVERE ] updating countdown to 50876
[20:52:31.448] [SEVERE ] setting player 2 freeze to 3909
[20:52:31.458] [SEVERE ] updating countdown to 50866
[20:52:31.462] [SEVERE ] setting player 2 freeze to 3895
[20:52:31.478] [SEVERE ] setting player 2 freeze to 3879
[20:52:31.478] [SEVERE ] updating countdown to 50846
[20:52:31.489] [SEVERE ] setting player 2 freeze to 3868
[20:52:31.493] [SEVERE ] updating countdown to 50831
[20:52:31.509] [SEVERE ] setting player 2 freeze to 3848
[20:52:31.509] [SEVERE ] updating countdown to 50815
[20:52:31.524] [SEVERE ] setting player 2 freeze to 3833
[20:52:31.524] [SEVERE ] updating countdown to 50800
[20:52:31.535] [SEVERE ] setting player 2 freeze to 3822
[20:52:31.540] [SEVERE ] updating countdown to 50784
[20:52:31.555] [SEVERE ] updating countdown to 50769
[20:52:31.555] [SEVERE ] setting player 2 freeze to 3802
[20:52:31.569] [SEVERE ] updating countdown to 50755
[20:52:31.569] [SEVERE ] setting player 2 freeze to 3788
[20:52:31.585] [SEVERE ] updating countdown to 50739
[20:52:31.585] [SEVERE ] setting player 2 freeze to 3772
[20:52:31.600] [SEVERE ] updating countdown to 50724
[20:52:31.600] [SEVERE ] setting player 2 freeze to 3757
[20:52:31.612] [SEVERE ] updating countdown to 50712
[20:52:31.616] [SEVERE ] setting player 2 freeze to 3741
[20:52:31.632] [SEVERE ] updating countdown to 50692
[20:52:31.632] [SEVERE ] setting player 2 freeze to 3725
[20:52:31.643] [SEVERE ] updating countdown to 50681
[20:52:31.647] [SEVERE ] setting player 2 freeze to 3710
[20:52:31.663] [SEVERE ] updating countdown to 50661
[20:52:31.663] [SEVERE ] setting player 2 freeze to 3694
[20:52:31.673] [SEVERE ] updating countdown to 50651
[20:52:31.678] [SEVERE ] setting player 2 freeze to 3679
[20:52:31.693] [SEVERE ] setting player 2 freeze to 3664
[20:52:31.693] [SEVERE ] updating countdown to 50631
[20:52:31.704] [SEVERE ] setting player 2 freeze to 3653
[20:52:31.709] [SEVERE ] updating countdown to 50615
[20:52:31.725] [SEVERE ] setting player 2 freeze to 3632
[20:52:31.725] [SEVERE ] updating countdown to 50599
[20:52:31.741] [SEVERE ] setting player 2 freeze to 3616
[20:52:31.741] [SEVERE ] updating countdown to 50583
[20:52:31.752] [SEVERE ] setting player 2 freeze to 3605
[20:52:31.757] [SEVERE ] updating countdown to 50567
[20:52:31.772] [SEVERE ] updating countdown to 50552
[20:52:31.772] [SEVERE ] setting player 2 freeze to 3585
[20:52:31.787] [SEVERE ] updating countdown to 50537
[20:52:31.787] [SEVERE ] setting player 2 freeze to 3570
[20:52:31.798] [SEVERE ] updating countdown to 50526
[20:52:31.803] [SEVERE ] setting player 2 freeze to 3554
[20:52:31.819] [SEVERE ] updating countdown to 50505
[20:52:31.819] [SEVERE ] setting player 2 freeze to 3538
[20:52:31.829] [SEVERE ] updating countdown to 50495
[20:52:31.835] [SEVERE ] setting player 2 freeze to 3522
[20:52:31.850] [SEVERE ] setting player 2 freeze to 3507
[20:52:31.850] [SEVERE ] updating countdown to 50474
[20:52:31.861] [SEVERE ] setting player 2 freeze to 3496
[20:52:31.866] [SEVERE ] updating countdown to 50458
[20:52:31.882] [SEVERE ] updating countdown to 50442
[20:52:31.882] [SEVERE ] setting player 2 freeze to 3475
[20:52:31.897] [SEVERE ] setting player 2 freeze to 3460
[20:52:31.897] [SEVERE ] updating countdown to 50427
[20:52:31.908] [SEVERE ] setting player 2 freeze to 3449
[20:52:31.913] [SEVERE ] updating countdown to 50411
[20:52:31.928] [SEVERE ] updating countdown to 50396
[20:52:31.928] [SEVERE ] setting player 2 freeze to 3429
[20:52:31.939] [SEVERE ] updating countdown to 50385
[20:52:31.944] [SEVERE ] setting player 2 freeze to 3413
[20:52:31.960] [SEVERE ] updating countdown to 50364
[20:52:31.960] [SEVERE ] setting player 2 freeze to 3397
[20:52:31.970] [SEVERE ] updating countdown to 50354
[20:52:31.976] [SEVERE ] setting player 2 freeze to 3381
[20:52:31.991] [SEVERE ] setting player 2 freeze to 3366
[20:52:31.991] [SEVERE ] updating countdown to 50333
[20:52:32.004] [SEVERE ] setting player 2 freeze to 3353
[20:52:32.006] [SEVERE ] updating countdown to 50318
[20:52:32.022] [SEVERE ] updating countdown to 50302
[20:52:32.022] [SEVERE ] setting player 2 freeze to 3335
[20:52:32.032] [SEVERE ] updating countdown to 50292
[20:52:32.037] [SEVERE ] setting player 2 freeze to 3320
[20:52:32.052] [SEVERE ] setting player 2 freeze to 3305
[20:52:32.052] [SEVERE ] updating countdown to 50272
[20:52:32.068] [SEVERE ] setting player 2 freeze to 3289
[20:52:32.068] [SEVERE ] updating countdown to 50256
[20:52:32.079] [SEVERE ] setting player 2 freeze to 3278
[20:52:32.084] [SEVERE ] updating countdown to 50240
[20:52:32.100] [SEVERE ] setting player 2 freeze to 3257
[20:52:32.100] [SEVERE ] updating countdown to 50224
[20:52:32.110] [SEVERE ] setting player 2 freeze to 3247
[20:52:32.116] [SEVERE ] updating countdown to 50208
[20:52:32.132] [SEVERE ] setting player 2 freeze to 3225
[20:52:32.132] [SEVERE ] updating countdown to 50192
[20:52:32.147] [SEVERE ] updating countdown to 50177
[20:52:32.147] [SEVERE ] setting player 2 freeze to 3210
[20:52:32.163] [SEVERE ] updating countdown to 50161
[20:52:32.163] [SEVERE ] setting player 2 freeze to 3194
[20:52:32.173] [SEVERE ] updating countdown to 50151
[20:52:32.178] [SEVERE ] setting player 2 freeze to 3179
[20:52:32.193] [SEVERE ] updating countdown to 50131
[20:52:32.193] [SEVERE ] setting player 2 freeze to 3164
[20:52:32.209] [SEVERE ] setting player 2 freeze to 3148
[20:52:32.209] [SEVERE ] updating countdown to 50115
[20:52:32.224] [SEVERE ] setting player 2 freeze to 3133
[20:52:32.224] [SEVERE ] updating countdown to 50100
[20:52:32.240] [SEVERE ] setting player 2 freeze to 3117
[20:52:32.240] [SEVERE ] updating countdown to 50084
[20:52:32.251] [SEVERE ] setting player 2 freeze to 3106
[20:52:32.255] [SEVERE ] updating countdown to 50069
[20:52:32.272] [SEVERE ] updating countdown to 50052
[20:52:32.272] [SEVERE ] setting player 2 freeze to 3085
[20:52:32.283] [SEVERE ] updating countdown to 50041
[20:52:32.286] [SEVERE ] setting player 2 freeze to 3071
[20:52:32.301] [SEVERE ] setting player 2 freeze to 3056
[20:52:32.302] [SEVERE ] updating countdown to 50022
[20:52:32.312] [SEVERE ] setting player 2 freeze to 3045
[20:52:32.317] [SEVERE ] updating countdown to 50007
[20:52:32.333] [SEVERE ] updating countdown to 49991
[20:52:32.333] [SEVERE ] setting player 2 freeze to 3024
[20:52:32.349] [SEVERE ] updating countdown to 49975
[20:52:32.349] [SEVERE ] setting player 2 freeze to 3008
[20:52:32.365] [SEVERE ] setting player 2 freeze to 2992
[20:52:32.365] [SEVERE ] updating countdown to 49959
[20:52:32.380] [SEVERE ] updating countdown to 49944
[20:52:32.380] [SEVERE ] setting player 2 freeze to 2977
[20:52:32.391] [SEVERE ] updating countdown to 49933
[20:52:32.395] [SEVERE ] setting player 2 freeze to 2962
[20:52:32.412] [SEVERE ] updating countdown to 49912
[20:52:32.412] [SEVERE ] setting player 2 freeze to 2945
[20:52:32.422] [SEVERE ] updating countdown to 49902
[20:52:32.427] [SEVERE ] setting player 2 freeze to 2930
[20:52:32.443] [SEVERE ] setting player 2 freeze to 2914
[20:52:32.443] [SEVERE ] updating countdown to 49881
[20:52:32.455] [SEVERE ] setting player 2 freeze to 2902
[20:52:32.459] [SEVERE ] updating countdown to 49865
[20:52:32.474] [SEVERE ] setting player 2 freeze to 2883
[20:52:32.474] [SEVERE ] updating countdown to 49850
[20:52:32.485] [SEVERE ] setting player 2 freeze to 2872
[20:52:32.490] [SEVERE ] updating countdown to 49834
[20:52:32.506] [SEVERE ] setting player 2 freeze to 2851
[20:52:32.506] [SEVERE ] updating countdown to 49818
[20:52:32.516] [SEVERE ] setting player 2 freeze to 2841
[20:52:32.522] [SEVERE ] updating countdown to 49802
[20:52:32.537] [SEVERE ] updating countdown to 49787
[20:52:32.537] [SEVERE ] setting player 2 freeze to 2820
[20:52:32.548] [SEVERE ] updating countdown to 49776
[20:52:32.553] [SEVERE ] setting player 2 freeze to 2804
[20:52:32.568] [SEVERE ] setting player 2 freeze to 2789
[20:52:32.568] [SEVERE ] updating countdown to 49756
[20:52:32.579] [SEVERE ] setting player 2 freeze to 2778
[20:52:32.583] [SEVERE ] updating countdown to 49741
[20:52:32.599] [SEVERE ] updating countdown to 49725
[20:52:32.599] [SEVERE ] setting player 2 freeze to 2758
[20:52:32.609] [SEVERE ] updating countdown to 49715
[20:52:32.615] [SEVERE ] setting player 2 freeze to 2742
[20:52:32.630] [SEVERE ] setting player 2 freeze to 2727
[20:52:32.630] [SEVERE ] updating countdown to 49694
[20:52:32.641] [SEVERE ] setting player 2 freeze to 2716
[20:52:32.647] [SEVERE ] updating countdown to 49677
[20:52:32.662] [SEVERE ] updating countdown to 49662
[20:52:32.662] [SEVERE ] setting player 2 freeze to 2695
[20:52:32.674] [SEVERE ] updating countdown to 49650
[20:52:32.677] [SEVERE ] setting player 2 freeze to 2680
[20:52:32.692] [SEVERE ] updating countdown to 49632
[20:52:32.692] [SEVERE ] setting player 2 freeze to 2665
[20:52:32.707] [SEVERE ] updating countdown to 49617
[20:52:32.707] [SEVERE ] setting player 2 freeze to 2650
[20:52:32.724] [SEVERE ] setting player 2 freeze to 2633
[20:52:32.724] [SEVERE ] updating countdown to 49600
[20:52:32.734] [SEVERE ] setting player 2 freeze to 2623
[20:52:32.739] [SEVERE ] updating countdown to 49585
[20:52:32.754] [SEVERE ] setting player 2 freeze to 2603
[20:52:32.754] [SEVERE ] updating countdown to 49570
[20:52:32.764] [SEVERE ] setting player 2 freeze to 2593
[20:52:32.769] [SEVERE ] updating countdown to 49555
[20:52:32.784] [SEVERE ] setting player 2 freeze to 2573
[20:52:32.784] [SEVERE ] updating countdown to 49540
[20:52:32.795] [SEVERE ] setting player 2 freeze to 2562
[20:52:32.800] [SEVERE ] updating countdown to 49524
[20:52:32.815] [SEVERE ] setting player 2 freeze to 2542
[20:52:32.815] [SEVERE ] updating countdown to 49509
[20:52:32.825] [SEVERE ] setting player 2 freeze to 2532
[20:52:32.830] [SEVERE ] updating countdown to 49494
[20:52:32.845] [SEVERE ] updating countdown to 49479
[20:52:32.845] [SEVERE ] setting player 2 freeze to 2512
[20:52:32.856] [SEVERE ] updating countdown to 49468
[20:52:32.861] [SEVERE ] setting player 2 freeze to 2496
[20:52:32.877] [SEVERE ] updating countdown to 49447
[20:52:32.877] [SEVERE ] setting player 2 freeze to 2480
[20:52:32.893] [SEVERE ] setting player 2 freeze to 2464
[20:52:32.893] [SEVERE ] updating countdown to 49431
[20:52:32.904] [SEVERE ] setting player 2 freeze to 2453
[20:52:32.909] [SEVERE ] updating countdown to 49415
[20:52:32.925] [SEVERE ] setting player 2 freeze to 2432
[20:52:32.925] [SEVERE ] updating countdown to 49399
[20:52:32.935] [SEVERE ] setting player 2 freeze to 2422
[20:52:32.940] [SEVERE ] updating countdown to 49384
[20:52:32.955] [SEVERE ] updating countdown to 49369
[20:52:32.955] [SEVERE ] setting player 2 freeze to 2402
[20:52:32.966] [SEVERE ] updating countdown to 49358
[20:52:32.971] [SEVERE ] setting player 2 freeze to 2386
[20:52:32.986] [SEVERE ] updating countdown to 49338
[20:52:32.986] [SEVERE ] setting player 2 freeze to 2371
[20:52:33.001] [SEVERE ] setting player 2 freeze to 2356
[20:52:33.001] [SEVERE ] updating countdown to 49323
[20:52:33.014] [SEVERE ] setting player 2 freeze to 2343
[20:52:33.017] [SEVERE ] updating countdown to 49307
[20:52:33.032] [SEVERE ] setting player 2 freeze to 2325
[20:52:33.032] [SEVERE ] updating countdown to 49292
[20:52:33.043] [SEVERE ] setting player 2 freeze to 2314
[20:52:33.047] [SEVERE ] updating countdown to 49277
[20:52:33.063] [SEVERE ] setting player 2 freeze to 2294
[20:52:33.063] [SEVERE ] updating countdown to 49261
[20:52:33.073] [SEVERE ] setting player 2 freeze to 2284
[20:52:33.078] [SEVERE ] updating countdown to 49246
[20:52:33.093] [SEVERE ] setting player 2 freeze to 2264
[20:52:33.093] [SEVERE ] updating countdown to 49231
[20:52:33.109] [SEVERE ] setting player 2 freeze to 2248
[20:52:33.109] [SEVERE ] updating countdown to 49215
[20:52:33.119] [SEVERE ] setting player 2 freeze to 2238
[20:52:33.124] [SEVERE ] updating countdown to 49200
[20:52:33.140] [SEVERE ] setting player 2 freeze to 2217
[20:52:33.140] [SEVERE ] updating countdown to 49184
[20:52:33.150] [SEVERE ] setting player 2 freeze to 2207
[20:52:33.155] [SEVERE ] updating countdown to 49169
[20:52:33.170] [SEVERE ] updating countdown to 49154
[20:52:33.170] [SEVERE ] setting player 2 freeze to 2187
[20:52:33.186] [SEVERE ] updating countdown to 49138
[20:52:33.186] [SEVERE ] setting player 2 freeze to 2171
[20:52:33.202] [SEVERE ] updating countdown to 49122
[20:52:33.202] [SEVERE ] setting player 2 freeze to 2155
[20:52:33.218] [SEVERE ] updating countdown to 49106
[20:52:33.218] [SEVERE ] setting player 2 freeze to 2139
[20:52:33.228] [SEVERE ] updating countdown to 49096
[20:52:33.233] [SEVERE ] setting player 2 freeze to 2124
[20:52:33.249] [SEVERE ] updating countdown to 49075
[20:52:33.249] [SEVERE ] setting player 2 freeze to 2108
[20:52:33.259] [SEVERE ] updating countdown to 49065
[20:52:33.264] [SEVERE ] setting player 2 freeze to 2093
[20:52:33.279] [SEVERE ] updating countdown to 49045
[20:52:33.279] [SEVERE ] setting player 2 freeze to 2078
[20:52:33.295] [SEVERE ] updating countdown to 49029
[20:52:33.295] [SEVERE ] setting player 2 freeze to 2062
[20:52:33.303] [SEVERE ] key 83 was pressed by player 1
[20:52:33.303] [SEVERE ] player 1 placing token on slot 5
[20:52:33.306] [SEVERE ] updating countdown to 49018
[20:52:33.311] [SEVERE ] setting player 2 freeze to 2046
[20:52:33.326] [SEVERE ] setting player 2 freeze to 2031
[20:52:33.326] [SEVERE ] updating countdown to 48998
[20:52:33.342] [SEVERE ] setting player 2 freeze to 2015
[20:52:33.342] [SEVERE ] updating countdown to 48982
[20:52:33.353] [SEVERE ] setting player 2 freeze to 2004
[20:52:33.357] [SEVERE ] updating countdown to 48967
[20:52:33.372] [SEVERE ] updating countdown to 48952
[20:52:33.372] [SEVERE ] setting player 2 freeze to 1985
[20:52:33.383] [SEVERE ] updating countdown to 48941
[20:52:33.387] [SEVERE ] setting player 2 freeze to 1970
[20:52:33.402] [SEVERE ] updating countdown to 48922
[20:52:33.402] [SEVERE ] setting player 2 freeze to 1955
[20:52:33.418] [SEVERE ] updating countdown to 48906
[20:52:33.418] [SEVERE ] setting player 2 freeze to 1939
[20:52:33.433] [SEVERE ] updating countdown to 48891
[20:52:33.433] [SEVERE ] setting player 2 freeze to 1924
[20:52:33.443] [SEVERE ] updating countdown to 48881
[20:52:33.448] [SEVERE ] setting player 2 freeze to 1909
[20:52:33.463] [SEVERE ] setting player 2 freeze to 1894
[20:52:33.463] [SEVERE ] updating countdown to 48861
[20:52:33.474] [SEVERE ] setting player 2 freeze to 1883
[20:52:33.479] [SEVERE ] updating countdown to 48845
[20:52:33.494] [SEVERE ] updating countdown to 48830
[20:52:33.494] [SEVERE ] setting player 2 freeze to 1863
[20:52:33.505] [SEVERE ] updating countdown to 48819
[20:52:33.510] [SEVERE ] setting player 2 freeze to 1847
[20:52:33.525] [SEVERE ] setting player 2 freeze to 1832
[20:52:33.525] [SEVERE ] updating countdown to 48799
[20:52:33.536] [SEVERE ] setting player 2 freeze to 1821
[20:52:33.541] [SEVERE ] updating countdown to 48783
[20:52:33.556] [SEVERE ] setting player 2 freeze to 1801
[20:52:33.556] [SEVERE ] updating countdown to 48768
[20:52:33.557] [SEVERE ] key 68 was pressed by player 1
[20:52:33.557] [SEVERE ] player 1 placing token on slot 6
[20:52:33.571] [SEVERE ] setting player 2 freeze to 1786
[20:52:33.571] [SEVERE ] updating countdown to 48753
[20:52:33.583] [SEVERE ] setting player 2 freeze to 1774
[20:52:33.587] [SEVERE ] updating countdown to 48737
[20:52:33.602] [SEVERE ] setting player 2 freeze to 1755
[20:52:33.602] [SEVERE ] updating countdown to 48722
[20:52:33.617] [SEVERE ] updating countdown to 48707
[20:52:33.617] [SEVERE ] setting player 2 freeze to 1740
[20:52:33.628] [SEVERE ] updating countdown to 48696
[20:52:33.633] [SEVERE ] setting player 2 freeze to 1724
[20:52:33.648] [SEVERE ] setting player 2 freeze to 1709
[20:52:33.648] [SEVERE ] updating countdown to 48676
[20:52:33.659] [SEVERE ] setting player 2 freeze to 1698
[20:52:33.663] [SEVERE ] updating countdown to 48661
[20:52:33.679] [SEVERE ] updating countdown to 48645
[20:52:33.679] [SEVERE ] setting player 2 freeze to 1678
[20:52:33.690] [SEVERE ] updating countdown to 48634
[20:52:33.694] [SEVERE ] setting player 2 freeze to 1663
[20:52:33.709] [SEVERE ] updating countdown to 48615
[20:52:33.709] [SEVERE ] setting player 2 freeze to 1648
[20:52:33.719] [SEVERE ] updating countdown to 48605
[20:52:33.724] [SEVERE ] setting player 2 freeze to 1633
[20:52:33.740] [SEVERE ] updating countdown to 48584
[20:52:33.740] [SEVERE ] setting player 2 freeze to 1617
[20:52:33.750] [SEVERE ] updating countdown to 48574
[20:52:33.755] [SEVERE ] setting player 2 freeze to 1602
[20:52:33.770] [SEVERE ] updating countdown to 48554
[20:52:33.770] [SEVERE ] setting player 2 freeze to 1587
[20:52:33.781] [SEVERE ] updating countdown to 48543
[20:52:33.786] [SEVERE ] setting player 2 freeze to 1571
[20:52:33.802] [SEVERE ] updating countdown to 48522
[20:52:33.802] [SEVERE ] setting player 2 freeze to 1555
[20:52:33.814] [SEVERE ] updating countdown to 48510
[20:52:33.818] [SEVERE ] setting player 2 freeze to 1539
[20:52:33.834] [SEVERE ] updating countdown to 48490
[20:52:33.834] [SEVERE ] setting player 2 freeze to 1523
[20:52:33.844] [SEVERE ] updating countdown to 48480
[20:52:33.849] [SEVERE ] setting player 2 freeze to 1508
[20:52:33.864] [SEVERE ] updating countdown to 48460
[20:52:33.864] [SEVERE ] setting player 2 freeze to 1493
[20:52:33.877] [SEVERE ] updating countdown to 48447
[20:52:33.880] [SEVERE ] setting player 2 freeze to 1477
[20:52:33.895] [SEVERE ] updating countdown to 48429
[20:52:33.895] [SEVERE ] setting player 2 freeze to 1462
[20:52:33.905] [SEVERE ] updating countdown to 48419
[20:52:33.910] [SEVERE ] setting player 2 freeze to 1447
[20:52:33.927] [SEVERE ] updating countdown to 48397
[20:52:33.927] [SEVERE ] setting player 2 freeze to 1430
[20:52:33.942] [SEVERE ] updating countdown to 48382
[20:52:33.942] [SEVERE ] setting player 2 freeze to 1415
[20:52:33.957] [SEVERE ] setting player 2 freeze to 1400
[20:52:33.957] [SEVERE ] updating countdown to 48367
[20:52:33.968] [SEVERE ] setting player 2 freeze to 1389
[20:52:33.972] [SEVERE ] updating countdown to 48352
[20:52:33.988] [SEVERE ] setting player 2 freeze to 1369
[20:52:33.988] [SEVERE ] updating countdown to 48336
[20:52:34.003] [SEVERE ] updating countdown to 48321
[20:52:34.003] [SEVERE ] setting player 2 freeze to 1354
[20:52:34.014] [SEVERE ] updating countdown to 48310
[20:52:34.019] [SEVERE ] setting player 2 freeze to 1338
[20:52:34.034] [SEVERE ] setting player 2 freeze to 1323
[20:52:34.034] [SEVERE ] updating countdown to 48290
[20:52:34.044] [SEVERE ] setting player 2 freeze to 1313
[20:52:34.049] [SEVERE ] updating countdown to 48275
[20:52:34.065] [SEVERE ] setting player 2 freeze to 1292
[20:52:34.065] [SEVERE ] updating countdown to 48259
[20:52:34.075] [SEVERE ] setting player 2 freeze to 1282
[20:52:34.080] [SEVERE ] updating countdown to 48244
[20:52:34.095] [SEVERE ] setting player 2 freeze to 1262
[20:52:34.095] [SEVERE ] updating countdown to 48229
[20:52:34.111] [SEVERE ] setting player 2 freeze to 1246
[20:52:34.111] [SEVERE ] updating countdown to 48213
[20:52:34.126] [SEVERE ] setting player 2 freeze to 1231
[20:52:34.126] [SEVERE ] updating countdown to 48198
[20:52:34.136] [SEVERE ] setting player 2 freeze to 1221
[20:52:34.141] [SEVERE ] updating countdown to 48183
[20:52:34.157] [SEVERE ] updating countdown to 48167
[20:52:34.157] [SEVERE ] setting player 2 freeze to 1200
[20:52:34.167] [SEVERE ] updating countdown to 48157
[20:52:34.172] [SEVERE ] setting player 2 freeze to 1185
[20:52:34.187] [SEVERE ] updating countdown to 48137
[20:52:34.187] [SEVERE ] setting player 2 freeze to 1170
[20:52:34.198] [SEVERE ] updating countdown to 48126
[20:52:34.202] [SEVERE ] setting player 2 freeze to 1155
[20:52:34.218] [SEVERE ] updating countdown to 48106
[20:52:34.218] [SEVERE ] setting player 2 freeze to 1139
[20:52:34.228] [SEVERE ] updating countdown to 48096
[20:52:34.233] [SEVERE ] setting player 2 freeze to 1124
[20:52:34.249] [SEVERE ] updating countdown to 48075
[20:52:34.249] [SEVERE ] setting player 2 freeze to 1108
[20:52:34.264] [SEVERE ] updating countdown to 48060
[20:52:34.264] [SEVERE ] setting player 2 freeze to 1093
[20:52:34.270] [SEVERE ] key 69 was pressed by player 1
[20:52:34.270] [SEVERE ] player 1 placing token on slot 2
[20:52:34.270] [SEVERE ] updating countdown to 48054
[20:52:34.270] [SEVERE ] setting player 1 freeze to 4000
[20:52:34.279] [SEVERE ] setting player 2 freeze to 1078
[20:52:34.295] [SEVERE ] updating countdown to 48029
[20:52:34.295] [SEVERE ] setting player 1 freeze to 3975
[20:52:34.295] [SEVERE ] setting player 2 freeze to 1062
[20:52:34.311] [SEVERE ] setting player 1 freeze to 3959
[20:52:34.312] [SEVERE ] setting player 2 freeze to 1045
[20:52:34.311] [SEVERE ] updating countdown to 48013
[20:52:34.322] [SEVERE ] setting player 1 freeze to 3948
[20:52:34.327] [SEVERE ] updating countdown to 47997
[20:52:34.327] [SEVERE ] setting player 2 freeze to 1030
[20:52:34.342] [SEVERE ] setting player 1 freeze to 3928
[20:52:34.342] [SEVERE ] setting player 2 freeze to 1015
[20:52:34.342] [SEVERE ] updating countdown to 47982
[20:52:34.353] [SEVERE ] setting player 2 freeze to 1004
[20:52:34.353] [SEVERE ] setting player 1 freeze to 3917
[20:52:34.357] [SEVERE ] updating countdown to 47967
[20:52:34.364] [SEVERE ] setting player 2 freeze to 0
[20:52:34.364] [SEVERE ] removing player 2 token from slot 11
[20:52:34.364] [SEVERE ] player 2 placing token on slot 9
[20:52:34.364] [SEVERE ] updating countdown to 47960
[20:52:34.365] [SEVERE ] setting player 2 freeze to 4000
[20:52:34.372] [SEVERE ] setting player 1 freeze to 3898
[20:52:34.387] [SEVERE ] setting player 2 freeze to 3978
[20:52:34.387] [SEVERE ] setting player 1 freeze to 3883
[20:52:34.387] [SEVERE ] updating countdown to 47937
[20:52:34.398] [SEVERE ] setting player 1 freeze to 3872
[20:52:34.398] [SEVERE ] setting player 2 freeze to 3967
[20:52:34.402] [SEVERE ] updating countdown to 47922
